epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,49763.6,2.62132,2.26409,2.72195,2.55636,0.15716,0.16667,0.18214,0.03875,0.00067,0.16667,0.00086,9e-05,3.52813,1.63298,5.22017,2.94883,0.00108113,0.00108113,0.00108113
73,49878.7,2.61458,2.27973,2.76354,2.55832,0.2339,0.20905,0.15978,0.01991,0,0,0,0,3.53407,1.7243,4.77629,2.94511,0.00107288,0.00107288,0.00107288
74,49984,2.731,2.39448,2.78018,2.59543,0.20432,0.33333,0.14115,0.01997,0,0,0,0,3.52892,1.85881,3.709,2.9082,0.00106463,0.00106463,0.00106463
75,50115.2,2.60993,2.03973,2.78854,2.56547,0.20432,0.33333,0.14115,0.01997,0,0,0,0,3.52892,1.85881,3.709,2.9082,0.00105638,0.00105638,0.00105638
76,50231.8,2.56931,2.08007,2.9555,2.54802,0.29775,0.33333,0.32129,0.04626,0,0,0,0,3.52899,1.8439,3.41292,2.80767,0.00104813,0.00104813,0.00104813
77,50340.9,2.65209,2.20497,2.74768,2.60485,0.28708,0.33333,0.29165,0.047,0,0,0,0,3.27431,1.85832,3.24474,2.66613,0.00103987,0.00103987,0.00103987
78,50448.8,2.67368,2.36564,2.8671,2.53641,0.28708,0.33333,0.29165,0.047,0,0,0,0,3.27431,1.85832,3.24474,2.66613,0.00103162,0.00103162,0.00103162
79,50553.2,2.74824,2.28023,2.7825,2.57351,0.22307,0.33515,0.23546,0.05162,0,0,0,0,3.27653,1.91366,5.19627,2.64872,0.00102337,0.00102337,0.00102337
80,50665.5,2.57565,2.20377,2.89849,2.53032,0.22307,0.33515,0.23546,0.05162,0,0,0,0,3.27653,1.91366,5.19627,2.64872,0.00101512,0.00101512,0.00101512
81,50783,2.56356,2.08292,2.8303,2.48709,0.16289,0.66667,0.19479,0.0599,0,0,0,0,3.36126,1.98985,6.60828,2.70145,0.00100687,0.00100687,0.00100687
82,50893.9,2.66829,2.17225,2.84426,2.60872,0.10719,0.33333,0.09372,0.02527,0,0,0,0,3.46582,1.87456,7.79597,2.67151,0.000998616,0.000998616,0.000998616
83,50997.1,2.32032,1.96766,2.78303,2.44198,0.10719,0.33333,0.09372,0.02527,0,0,0,0,3.46582,1.87456,7.79597,2.67151,0.000990365,0.000990365,0.000990365
84,51104.3,2.83927,3.01808,2.896,2.61784,0.10719,0.33333,0.09372,0.02527,0,0,0,0,4.47311,1.91954,8.25836,3.2946,0.000982113,0.000982113,0.000982113
85,51210.8,2.79407,2.26357,2.87205,2.72611,0.10719,0.33333,0.09372,0.02527,0,0,0,0,4.83487,2.73158,7.53433,4.52008,0.000973861,0.000973861,0.000973861
86,51315.1,2.63459,2.14569,2.77855,2.53538,0.10719,0.33333,0.09372,0.02527,0,0,0,0,4.83487,2.73158,7.53433,4.52008,0.00096561,0.00096561,0.00096561
87,51420.2,2.52399,2.18677,2.85171,2.39853,0.00133,0.33333,0.00135,0.00027,0,0,0,0,4.27982,2.09347,4.40483,3.27208,0.000957358,0.000957358,0.000957358
88,51528.6,2.58948,2.14704,2.64069,2.46535,0.00133,0.33333,0.00135,0.00027,0,0,0,0,4.27982,2.09347,4.40483,3.27208,0.000949106,0.000949106,0.000949106
89,51654.7,2.68504,2.36807,2.7785,2.59099,0.25569,0.33333,0.15032,0.06468,0,0,0,0,3.18938,1.97932,2.89396,2.66899,0.000940855,0.000940855,0.000940855
90,51775.6,2.64947,2.3049,2.83933,2.49963,0.49153,0.5,0.43045,0.10572,0.0007,0.16667,0.0011,0.00011,3.08163,1.89234,2.9555,2.62721,0.000932603,0.000932603,0.000932603
91,51888.4,2.42781,2.10338,2.75484,2.36733,0.49153,0.5,0.43045,0.10572,0.0007,0.16667,0.0011,0.00011,3.08163,1.89234,2.9555,2.62721,0.000924352,0.000924352,0.000924352
92,52003.7,2.5855,2.09515,2.73544,2.49053,0.29299,0.33333,0.38947,0.10039,0.02807,0.16667,0.00896,0.0009,3.10685,1.72249,3.99824,2.63889,0.0009161,0.0009161,0.0009161
93,52111.4,2.37309,2.12325,2.71945,2.30769,0.21122,0.33333,0.27345,0.06183,0,0,0,0,3.4431,1.79012,5.30791,2.84946,0.000907848,0.000907848,0.000907848
94,52223.3,2.52298,2.02813,2.70465,2.4524,0.21122,0.33333,0.27345,0.06183,0,0,0,0,3.4431,1.79012,5.30791,2.84946,0.000899597,0.000899597,0.000899597
95,52326.2,2.44023,2.23824,2.87591,2.30962,0.07942,0.33333,0.11138,0.03821,0,0,0,0,3.61661,2.30986,3.97458,2.9736,0.000891345,0.000891345,0.000891345
96,52433.7,2.61383,2.42662,2.98146,2.59088,0.07942,0.33333,0.11138,0.03821,0,0,0,0,3.61661,2.30986,3.97458,2.9736,0.000883093,0.000883093,0.000883093
97,52550,2.65399,2.08951,2.81776,2.61921,0.002,0.5,0.01164,0.00354,0,0,0,0,3.56107,1.96521,3.70386,2.85801,0.000874842,0.000874842,0.000874842
98,52663,2.54796,2.10648,2.91356,2.51383,0.00343,0.83333,0.02506,0.00739,0,0,0,0,3.16706,1.86294,3.63579,2.69667,0.00086659,0.00086659,0.00086659
99,52772,2.77638,2.34568,2.79753,2.53372,0.00343,0.83333,0.02506,0.00739,0,0,0,0,3.16706,1.86294,3.63579,2.69667,0.000858338,0.000858338,0.000858338
100,52876.4,2.64066,2.16312,2.85348,2.53131,0.00366,0.83333,0.00906,0.00164,0,0,0,0,3.46953,2.05845,3.75979,2.88361,0.000850087,0.000850087,0.000850087
101,52986.4,2.35689,1.90323,2.71117,2.34501,0.00506,0.83333,0.06352,0.00696,0,0,0,0,3.79112,2.09332,3.77367,2.94087,0.000841835,0.000841835,0.000841835
102,53090.6,2.64608,2.02825,2.66766,2.56152,0.00506,0.83333,0.06352,0.00696,0,0,0,0,3.79112,2.09332,3.77367,2.94087,0.000833583,0.000833583,0.000833583
103,53199.3,2.48395,2.1307,2.71463,2.45846,0.12815,0.16667,0.2508,0.05074,0,0,0,0,3.20985,1.72797,3.34027,2.70982,0.000825332,0.000825332,0.000825332
104,53306.3,2.64993,2.32543,2.87524,2.60443,0.12815,0.16667,0.2508,0.05074,0,0,0,0,3.20985,1.72797,3.34027,2.70982,0.00081708,0.00081708,0.00081708
